GeoType,GEOID,GeoName,TotalPop,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,affectweather,affectweatherOppose,worried,worriedOppose,harmplants,harmplantsOppose,futuregen,futuregenOppose,devharm,devharmOppose,harmUS,harmUSOppose,personal,personalOppose,timing,timingOppose,exp,expOppose,fundrenewables,fundrenewablesOppose,regulate,regulateOppose,CO2limits,CO2limitsOppose,reducetax,reducetaxOppose,supportRPS,supportRPSOppose,rebates,rebatesOppose,drillANWR,drillANWROppose,drilloffshore,drilloffshoreOppose,teachGW,teachGWOppose,corporations,corporationsOppose,president,presidentOppose,congress,congressOppose,governor,governorOppose,localofficials,localofficialsOppose,citizens,citizensOppose,discuss,discussOppose,mediaweekly,mediaweeklyOppose,priority,priorityOppose
County,32510,"Carson City, Nevada",43556,71.158,17.022,55.301,30.705,55.632,27.207,60.858,8.305,63.753,36.105,69.148,21.458,68.111,21.521,65.963,22.291,62.906,27.948,45.144,46.753,57.61,42.39,42.693,57.268,75.694,22.075,68.726,29.393,63.566,36.158,59.481,38.402,62.038,36.907,76.148,21.356,34.173,65.117,50.404,47.526,74.884,25.329,67.691,12.285,46.228,32.105,58.288,26.807,51.766,21.184,55.106,19.369,62.255,13.251,34.498,65.347,33.77,65.291,50.536,28.756
County,33001,"Belknap County, New Hampshire",49487,68.416,17.596,53.86,34.331,55.828,26.528,64.517,8.114,60.414,39.646,68.838,26.821,68.834,25.192,64.48,26.937,61.686,33.25,39.956,53.697,53.869,46.131,41.474,58.501,77.808,21.287,71.985,26.691,62.807,36.823,62.593,36.851,63.97,35.022,76.771,22.278,32.524,67.456,53.661,45.8,74.547,25.344,68.152,12.521,48.6,28.747,56.612,25.397,51.886,18.335,53.893,17.908,61.973,12.722,34.694,65.36,37.012,62.733,49.473,27.549
County,33003,"Carroll County, New Hampshire",40371,71.708,16.031,55.716,31.85,59.05,24.93,67.188,7.85,63.837,36.089,71.921,21.906,72.08,21.17,67.24,23.542,62.928,31.126,41.364,51.813,56.837,43.163,43.31,56.805,79.176,20.002,73.418,25.172,64.628,34.87,64.318,35.026,66.234,32.677,79.222,19.877,32.254,68.271,51.479,47.971,76.031,23.834,70.683,11.504,51.468,26.366,60.528,22.859,53.483,17.83,55.155,17.52,63.981,11.909,35.793,64.213,36.931,62.652,52.503,24.303
County,33005,"Cheshire County, New Hampshire",62353,74.742,13.732,58.556,29.706,62.604,22.427,70.733,7.013,67.081,32.885,74.867,19.027,74.582,18.781,69.769,21.569,66.063,28.182,43.566,50.344,59.703,40.297,46.646,53.47,80.732,18.281,75.833,22.702,69.374,30.104,67.749,31.543,68.342,30.512,80.25,18.779,29.473,70.879,47.48,52.004,79.276,20.593,73.184,10.395,56.067,23.262,65.072,19.459,57.06,15.742,57.926,15.844,66.844,10.535,38.637,61.355,38.794,60.841,57,21.249
County,33007,"Coos County, New Hampshire",26494,71.423,15.517,57.255,30.732,59.561,22.786,66.896,7.522,64.347,35.554,72.41,20.531,72.256,20.354,67.197,22.816,64.356,28.86,43.429,49.024,58.444,41.556,43.443,56.489,77.686,21.235,73.407,25.038,65.544,34,65.36,33.978,65.287,33.185,77.519,21.384,30.842,69.358,48.849,50.43,76.906,22.959,70.298,11.47,52.55,25.548,61.912,21.243,54.483,16.92,55.546,16.884,64.374,11.672,35.926,63.956,36.301,63.5,55.307,22.971
County,33009,"Grafton County, New Hampshire",75066,74.467,12.764,60.968,27.773,65.099,20.933,72.115,6.581,69.508,30.481,75.516,18.689,75.4,18.247,71.462,20.286,67.748,26.833,46.063,47.919,62.57,37.43,49.038,51.043,81.11,17.827,76.472,22.113,71.214,28.362,70.073,29.119,69.604,29.217,81.159,17.851,26.85,73.608,43.423,56.214,80.063,19.78,73.79,10.192,57.125,22.242,64.854,18.745,57.937,14.625,59.065,15.225,67.957,9.832,41.924,58.031,40.786,58.924,59.809,20.407
County,33011,"Hillsborough County, New Hampshire",327472,73.952,13.407,58.606,30.831,59.447,23.778,68.423,7.633,66.552,33.421,73.814,19.258,75.323,17.815,69.002,21.553,64.317,29.347,42.004,51.539,57.928,42.072,45.047,55.062,79.206,19.836,74.292,24.315,66.855,32.668,65.582,33.704,66.63,32.378,80.003,18.98,30.443,69.822,47.507,52.243,78.459,21.346,71.353,10.786,54.018,26.924,63.85,23.268,56.266,16.852,57.213,17.242,66.095,11.07,36.946,63.082,36.594,62.912,55.629,22.044
County,33013,"Merrimack County, New Hampshire",120869,70.63,15.353,55.453,31.083,57.736,24.66,68.084,7.546,64.814,35.182,71.9,22.39,72.07,21.543,67.6,23.62,63.761,30.214,42.802,49.563,56.183,43.818,45.287,54.896,79.456,19.558,74.578,23.976,67.617,31.681,65.731,33.476,67.114,31.579,79.9,19.104,30.916,69.63,49.534,49.937,77.068,22.807,71.784,10.784,51.365,25.18,63.548,20.987,55.91,16.845,56.077,16.885,64.544,11.289,37.843,62.1,36.845,62.721,53.694,23.674
County,33015,"Rockingham County, New Hampshire",246156,70.675,17.196,57.171,32.212,59.54,25.208,65.593,7.965,62.644,37.434,70.755,24.173,71.714,22.69,66.778,24.961,62.201,32.859,42.584,50.928,56.802,43.198,43.667,56.543,78.237,21.142,73.589,24.829,65.69,33.781,63.973,35.382,68.67,30.077,79.189,19.653,33.122,66.91,48.805,50.413,74.814,25.039,69.976,11.391,50.563,27.02,59.33,22.548,53.199,17.975,54.884,17.755,64.283,11.61,36.159,63.898,36.956,62.591,53.015,24.818
County,33017,"Strafford County, New Hampshire",104951,72.882,15.314,59.031,30.607,60.656,23.923,69.633,7.251,65.273,34.717,73.329,21.119,74.718,18.771,68.411,22.034,64.955,28.492,44.081,49.269,58.633,41.367,45.693,54.457,80.731,18.583,75.308,23.268,68.376,31.066,68.188,31.051,68.296,30.848,80.607,18.567,31.012,69.775,50.831,48.629,77.807,22.084,72.236,11.055,54.037,23.832,63.042,20.446,55.464,16.751,57.195,16.321,66.557,11.04,37.84,62.133,37.268,62.256,54.784,24.405
County,33019,"Sullivan County, New Hampshire",34940,70.211,16.526,56.072,32.247,57.206,24.577,66.575,7.829,63.491,36.464,71.183,22.198,71.483,21.159,66.331,23.813,62.445,30.691,40.589,51.611,56.387,43.613,42.545,57.46,77.789,21.053,73.52,24.924,64.709,34.642,65.204,33.893,64.775,34.003,78.753,20.091,31.817,68.385,48.816,49.464,76.505,23.286,69.405,11.815,50.923,26.804,59.441,22.434,53.233,17.551,54.734,17.474,63.037,12.192,34.399,65.606,35.1,64.373,51.454,24.559
County,34001,"Atlantic County, New Jersey",209019,74.753,12.581,59.294,28.882,58.426,23.644,69.636,6.089,69.224,30.728,75.931,14.89,75.082,15.009,73.603,16.411,67.724,24.44,48.772,42.162,60.744,39.256,45.828,54.048,79.021,19.223,76.627,21.039,70.378,29.039,71.06,27.533,67.544,30.588,80.641,17.436,29.512,69.748,46.475,52.587,80.684,19.11,74.957,9.564,58.746,21.98,68.907,17.962,60.765,15.657,61.913,15.487,67.492,10.584,34.299,65.696,30.005,69.015,57.587,17.681
County,34003,"Bergen County, New Jersey",732135,82.06,8.589,67.67,23.147,69.908,19.017,76.434,5.288,77.382,22.567,80.727,13.207,80.669,12.871,79.525,12.984,74.786,19.745,50.756,44.6,62.135,37.865,52.732,47.338,80.95,17.852,79.247,19.188,76.943,22.944,74.169,24.837,71.371,27.82,82.452,16.087,25.474,74.178,44.581,54.968,85.039,14.959,79.486,8.302,63.682,19.672,73.766,14.885,64.292,13.619,64.513,13.62,74.047,8.677,40.631,59.499,37.098,62.369,65.032,14.67
County,34005,"Burlington County, New Jersey",351834,76.359,10.215,64.278,25.651,64.097,22.492,71.512,6.244,70.902,29.022,76.63,14.741,75.843,14.388,72.135,17.71,67.435,23.779,48.61,43.689,60.568,39.432,45.268,54.835,80.174,18.483,77.728,19.916,72.808,26.418,73.288,25.117,68.275,30.496,82.272,16.133,30.917,68.627,45.253,54.485,81.202,18.638,76.315,9.874,58.945,22.547,70.508,18.027,62.488,16.337,62.64,15.78,69.816,10.687,33.327,66.779,29.839,68.962,58.696,16.518
County,34007,"Camden County, New Jersey",390882,79.281,8.76,62.903,29.276,65.567,18.973,74.952,5.373,75.001,24.924,79.291,12.664,78.211,12.139,75.534,14.031,70.788,20.007,53.036,38.166,66.057,33.943,50.881,49.081,82.057,16.494,78.65,19.242,74.984,23.748,77.017,21.455,70.993,27.074,82.838,15.537,28.418,70.763,46.27,52.361,84.151,15.626,76.39,9.039,60.625,18.632,71.47,14.733,63.816,13.706,64.862,13.816,70.885,9.512,34.837,65.315,30.999,67.859,63.401,13.341
County,34009,"Cape May County, New Jersey",76695,69.664,16.778,55.037,33.105,55.993,26.93,64.274,7.443,63.857,36.035,72.399,19.581,71.821,19.612,67.295,23.365,62.986,29.897,41.812,50.701,54.868,45.132,40.97,59.065,76.919,21.665,73.563,24.394,63.956,35.719,65.422,33.316,63.928,34.422,78.387,19.9,32.85,66.631,52.96,46.29,76.326,23.539,70.769,11.117,49.418,27.565,58.735,22.488,54.06,19.199,55.685,17.986,63.447,12.143,31.868,68.17,32.087,67.174,52.15,22.823
County,34011,"Cumberland County, New Jersey",115733,72.16,11.35,61.513,29.209,58.017,20.999,67.723,5.983,70.654,29.159,75.579,14.081,74.03,14.904,72.278,15.971,68.079,21.843,49.546,39.786,62.3,37.7,44.259,55.462,77.023,21.19,75.785,21.6,68.353,30.895,71.303,27.167,68.076,29.646,79.605,18.329,31.364,68.036,46.864,51.856,80.141,19.495,73.537,10.091,58.937,21.059,67.912,16.273,62.005,15.599,63.119,15.171,67.579,10.79,31.572,68.345,25.786,73.065,59.575,15.142
County,34013,"Essex County, New Jersey",606037,80.274,6.441,68.754,22.377,68.53,15.295,75.961,4.128,77.434,22.555,81.508,9.309,79.744,9.993,78.969,11.097,75.76,15.658,59.172,31.973,71.752,28.248,56.284,43.359,81.969,16.567,80.428,17.406,78.736,20.918,79.006,19.808,71.02,27.826,80.924,17.342,23.546,75.619,40.414,58.111,87.285,12.61,77.796,7.847,64.791,14.436,73.295,12.608,68.907,10.509,69.746,10.893,74.582,7.308,39.134,60.972,32.535,66.624,68.094,11.373
County,34015,"Gloucester County, New Jersey",226758,71.332,13.56,55.433,32.054,57.049,25.785,67.317,7.081,64.594,35.417,74.84,16.93,74.785,16.334,70.782,18.864,63.47,29.003,42.686,48.62,56.836,43.164,42.303,57.793,78.138,20.217,75.566,22.3,64.449,35.027,67.979,30.519,65.837,32.339,80.149,18.043,31.518,68.258,48.796,50.539,77.276,22.446,70.743,10.361,51.6,26.245,61.484,21.082,57.043,17.995,58.277,17.283,63.448,11.628,31.43,68.654,29.743,69.18,51.871,20.352
County,34017,"Hudson County, New Jersey",532462,82.762,8.233,71.706,20.858,74.577,13.79,76.813,4.311,79.845,20.124,84.207,9.398,82.579,10.264,80.919,12.09,76.812,18.066,59.72,35.536,69.632,30.368,57.324,42.558,80.601,17.421,81.743,16.059,78.075,21.769,78.386,20.389,70.93,27.377,82.34,15.678,20.612,78.637,32.913,66.454,87.55,12.278,79.026,7.951,66.28,16.011,75.222,13.124,70.306,10.634,70.095,11.532,75.055,7.339,43.151,56.933,36.665,62.747,66.912,11.35
County,34019,"Hunterdon County, New Jersey",100017,67.831,19.732,56.167,32.865,57.951,26.366,65.378,7.207,63.709,36.392,70.586,22.244,70.551,20.853,68.095,22.869,63.131,31.125,40.994,53.168,53.598,46.402,43.137,56.955,77.204,21.722,73.861,24.499,66.87,32.996,64.371,34.788,66.879,31.819,79.05,19.512,30.376,69.398,50.536,49.245,78.019,21.925,69.606,10.879,51.161,28.362,61.259,24.534,56.909,18.475,56.949,17.88,64.476,11.392,34.728,65.384,35.102,64.173,48.93,26.137
County,34021,"Mercer County, New Jersey",289217,79.142,8.905,66.974,24.47,68.233,17.651,74.981,4.96,74.414,25.596,79.347,12.463,78.826,11.804,77.243,13.81,73.995,18.405,52.321,40.858,65.576,34.423,52.782,47.219,83.343,15.254,80.194,17.76,76.275,23.31,76.139,22.674,72.548,25.343,82.129,15.98,25.348,74.464,42.971,56.396,83.379,16.485,78.103,8.663,62.005,18.096,71.869,14.723,65.33,13.005,66.19,13.035,73.114,8.226,39.557,60.484,33.627,65.488,67.641,14.08
County,34023,"Middlesex County, New Jersey",645442,79.812,10.559,62.393,27.991,65.892,19.718,73.81,5.286,72.607,27.51,78.185,12.97,76.413,14.958,74.713,16.122,71.838,21.384,52.807,40.134,61.73,38.27,52.511,47.532,79.098,19.285,77.916,20.435,71.969,28.013,72.384,26.283,69.386,29.544,82.321,16.11,27.852,70.612,43.435,55.92,81.942,17.889,74.392,9.958,57.582,23.531,64.609,20.685,61.5,15.571,64.292,14.785,69.367,9.816,40.446,59.586,32.851,66.341,62.178,18.042
County,34025,"Monmouth County, New Jersey",488518,75.009,12.727,57.49,31.274,62.732,23.724,70.553,6.539,67.541,32.018,75.578,16.253,74.368,17.743,72.305,19.157,66.851,26.23,46.867,47.676,55.698,44.302,45.666,54.242,78.432,20.217,76.177,21.544,70.229,29.62,68.643,30.394,65.719,33.109,80.089,18.298,29.454,70.24,44.537,54.806,80.055,19.902,74.688,9.747,53.745,23.852,64.979,18.525,57.261,16.942,57.403,15.84,67.764,10.227,35.33,64.797,35.141,64.209,54.477,18.112
County,34027,"Morris County, New Jersey",387833,79.397,11.516,60.473,30.554,64.264,24.125,72.312,6.685,70.555,29.359,76.97,16.822,77.482,15.906,73.395,17.604,69.446,24.261,46.197,48.364,62.52,37.48,46.533,53.725,80.809,18.124,76.27,21.994,72.613,26.96,68.693,30.248,68.362,29.989,80.095,18.537,28.789,71.698,47.412,52.533,81.528,18.375,76.688,9.831,57.844,23.896,68.715,18.619,60.179,16.712,60.888,15.877,69.073,10.644,37.958,62.02,33.8,65.347,52.505,20.565
County,34029,"Ocean County, New Jersey",453917,66.326,17.443,50.083,34.569,51.905,28.964,61.473,7.859,60.241,39.784,67.978,23.881,67.334,22.883,64.547,24.539,59.076,32.691,38.62,51.356,51.342,48.658,37.947,62.108,75.63,22.365,72.722,25.14,62.455,37.301,65.085,32.978,60.693,37.81,77.034,20.794,35.271,63.369,55.476,43.423,74.986,24.954,66.926,12.347,47.596,30.338,58.749,23.979,52.555,20.672,53.764,19.429,59.769,13.285,29.596,70.485,30.229,68.994,47.324,28.804
County,34031,"Passaic County, New Jersey",383154,77.405,8.637,63.403,27.61,61.633,18.58,72.387,5.263,73.97,25.967,78.736,12.319,77.628,13.294,77.437,12.804,72.452,19.536,52.191,39.615,63.841,36.159,50.951,48.976,80.599,17.762,78.397,19.256,72.548,27.126,74.817,23.948,69.566,28.74,81.043,16.776,27.189,71.981,41.621,57.457,83.25,16.562,76.425,9.03,60.28,18.706,69.988,15.968,63.023,13.499,64.443,13.556,71.147,8.947,35.015,65.092,31.847,67.295,61.751,14.253
County,34033,"Salem County, New Jersey",49348,67.991,14.971,54.324,32.89,56.913,24.925,62.99,7.314,63.294,36.696,72.374,17.923,72.335,17.243,68.483,20.109,62.816,27.402,41.63,48.04,55.671,44.329,41.014,58.988,74.263,23.46,73.329,24.344,61.99,37.238,64.687,33.659,60.777,36.876,77.089,20.64,31.919,67.209,48.72,50.133,76.632,23.079,70.182,10.829,51.362,26.582,61.886,21.138,56.061,18.083,56.005,17.723,61.283,12.342,30.495,69.495,27.705,71.39,54.058,19.874
County,34035,"Somerset County, New Jersey",256549,79.869,11.593,63.834,27.867,66.151,21.315,72.64,5.921,71.892,28.087,79.333,14.757,77.972,15.202,75.663,17.01,69.927,23.885,48.175,45.844,61.581,38.419,48.66,51.432,80.034,17.829,78.131,19.646,74.009,25.499,72.9,25.824,70.471,27.714,81.815,16.348,29.336,70.02,44.676,54.043,82.676,17.199,76.489,9.258,58.006,21.146,68.583,17.097,61.175,15.365,62.566,14.775,69.32,9.806,38.018,62.031,32.659,66.364,58.844,16.264
County,34037,"Sussex County, New Jersey",113046,66.319,16.326,53.193,36.347,54.835,28.151,63.227,8.053,61.241,38.731,70.031,21.852,69.904,21.371,66.272,23.288,60.74,31.711,39.426,52.569,52.001,47.999,38.238,61.755,77.147,21.479,73.091,24.593,63.228,36.396,64.703,33.905,63.634,34.747,77.862,20.085,34.224,65.28,55.752,43.67,74.998,24.774,69.404,11.261,49.658,31.845,59.881,25.821,53.811,20.372,54.568,19.236,61.551,12.77,30.589,69.473,30.926,68.207,48.692,25.755
County,34039,"Union County, New Jersey",423700,79.027,8.048,64.415,24.932,69.629,16.043,76.484,4.578,76.281,23.712,81.278,10.502,80.584,10.989,78.584,12.2,75.218,18.263,57.392,35.709,69.863,30.137,54.974,45.052,82.062,16.028,79.992,17.309,77.581,22.026,75.593,22.817,72.167,25.698,81.882,16.427,24.827,74.557,41.697,56.762,86.185,13.754,77.588,8.011,64.169,15.494,72.064,13.139,64.398,11.69,66.686,11.964,73.364,7.844,39.99,60.039,33.414,65.761,63.989,11.309
County,34041,"Warren County, New Jersey",84685,68.06,15.889,55.169,32.88,56.149,25.947,63.57,7.504,63.744,36.216,70.895,21.498,70.455,21.325,67.582,22.282,62.584,30.017,41.784,50.262,54.866,45.134,41.292,58.824,76.072,21.877,73.905,24.11,62.03,37.627,65.272,33.345,61.377,35.838,78.299,19.993,32.227,67.526,49.683,49.776,75.981,23.896,70.138,10.805,50.369,27.476,59.938,22.272,54.331,19.44,55.513,18.189,62.286,12.541,32.405,67.614,31.255,68,51.862,22.762
County,35001,"Bernalillo County, New Mexico",528298,76.031,13.362,60.863,25.612,65.635,22.054,67.423,6.631,71.962,28.15,75.089,17.35,74.063,17.865,73.583,17.984,68.405,24.681,52.365,41.198,63.848,36.152,48.536,51.143,79.727,17.551,74.389,23.428,70.644,29.222,67.214,30.931,65.411,34.391,79.757,18.477,30.463,67.875,43.758,54.567,78.529,21.595,72.334,9.869,53.302,24.559,62.675,20.911,61.333,17.229,62.093,15.648,68.238,10.54,41.966,57.944,34.239,64.497,58.326,23.844
County,35003,"Catron County, New Mexico",2986,66.463,20.663,49.377,33.714,51.927,27.865,57.109,8.716,57.24,42.729,65.377,25.715,62.808,28.356,61.86,26.952,60.33,32.377,42.874,51.421,53.925,46.075,39.941,59.691,73.378,25.543,64.837,33.61,58.974,41.814,54.156,44.665,57.443,42.901,71.808,27.088,34.772,64.348,54.73,44.046,71.298,29.559,65.64,13.304,44.173,34.641,53.225,30.413,46.48,24.3,50.18,20.273,61.941,13.638,35.263,64.521,39.138,60.804,45.814,36.786
County,35005,"Chaves County, New Mexico",47703,66.194,18.089,52.809,30.725,50.983,26.893,57.059,8.544,62.173,37.754,66.117,23.215,64.676,23.25,63.633,23.128,60.808,28.41,45.097,45.069,54.465,45.535,40.306,59.285,71.317,26.173,66.011,31.526,58.679,41.107,56.914,40.873,57.137,41.812,72.386,24.913,34.361,64.247,48.774,49.48,72.362,27.979,64.782,13.033,45.252,32.493,54.698,26.044,52.356,22.328,54.343,19.605,60.405,14.18,33.215,66.598,29.512,69.634,50.563,29.313
County,35006,"Cibola County, New Mexico",20520,75.097,12.874,60.281,26.342,57.214,23.073,65.774,6.298,70.571,29.436,73.272,17.359,71.308,18.252,72.034,17.123,69.05,21.921,54.597,38.334,63.591,36.409,48.878,50.599,78.534,19.628,71.563,26.061,68.174,31.544,67.106,30.874,65.663,33.826,77.709,20.528,30.476,68.489,46.892,51.318,78.631,21.589,71.476,11.14,53.405,25.445,63.635,21.211,57.132,18.074,61.134,15.725,68.07,10.964,38.919,60.787,30.548,68.231,59.443,23.607
County,35007,"Colfax County, New Mexico",9924,67.794,16.976,53.133,31.029,53.07,24.853,59.464,7.272,64.664,35.481,68.717,21.986,67.187,22.775,67.045,21.477,64.037,27.189,47.914,44.667,57.237,42.763,46.068,53.904,74.592,23.822,68.048,30.033,59.821,39.614,57.967,40.039,59.674,39.755,75.304,23.267,34.055,65.484,52.099,45.958,73.465,27.583,69.477,11.091,48.705,28.696,57.23,25.612,50.976,21.298,55.126,18.054,64.454,12.098,37.529,62.349,33.708,65.888,51.412,30.825
County,35009,"Curry County, New Mexico",36526,66.117,19.451,48.433,36.044,48.116,29.641,56.141,8.954,58.411,41.565,63.708,25.186,62.083,25.019,61.27,25.546,58.846,30.919,43.699,46.949,53.639,46.361,38.831,60.781,72.587,25.618,64.941,32.905,57.996,41.901,55.409,42.715,57.859,41.828,72.74,25.435,37.223,61.611,53.755,43.638,70.497,29.901,63.987,14.334,43.4,35.341,53.439,29.68,49.683,24.494,53.223,20.386,59.497,15.279,31.384,68.478,29.662,69.422,47.326,33.111
County,35011,"De Baca County, New Mexico",1340,63.91,19.877,49.82,33.154,48.147,26.614,54.865,8.209,59.721,40.351,65.291,24.14,63.356,25.855,63.044,24.171,61.418,29.165,45.577,46.067,54.179,45.821,41.929,57.872,70.715,27.78,64.555,33.577,55.528,44.436,53.504,44.813,55.227,44.263,71.46,27.086,35.804,63.327,54.765,43.364,70.507,30.571,65.501,12.852,45.009,32.783,52.967,28.888,47.658,23.615,51.753,19.731,61.147,13.815,34.53,65.307,32.595,67.092,47.816,33.784
County,35013,"Doña Ana County, New Mexico",162454,74.34,12.69,62.067,25.089,60.169,22.259,68.198,6.405,70.985,29.035,72.265,18.47,70.598,19.29,70.243,19.027,67.317,24.11,52.474,40.468,62.826,37.174,48.024,51.589,78.656,18.712,72.264,24.882,69.893,29.747,66.613,30.586,66.34,32.367,78.78,18.9,29.651,68.977,44.405,52.974,79.794,20.393,71.625,10.949,53.292,24.463,63.818,21.145,60.032,17.792,62.45,16.114,68.161,11.108,39.716,60.123,32.242,66.487,58.898,22.489
County,35015,"Eddy County, New Mexico",42409,61.224,23.1,45.017,38.707,41.386,33.505,52.773,9.612,55.264,44.712,61.731,27.572,60.179,28.362,59.333,27.287,56.621,32.328,42.163,48.159,50.544,49.456,35.891,63.682,69.093,29.217,62.413,35.381,53.384,46.453,53.704,44.324,56.167,43.298,70.659,27.446,39.888,59.051,59.568,38.608,68.333,32.137,61.741,14.717,39.755,38.805,48.653,31.939,46.879,26.088,50.955,21.559,56.808,16.152,29.102,70.732,27.202,71.92,43.777,36.933
County,35017,"Grant County, New Mexico",22089,72.772,15.085,57.082,28.703,57.16,24.924,64.567,7.293,67.488,32.512,70.503,20.21,69.205,20.365,68.122,20.641,64.572,26.529,48.481,43.845,59.435,40.565,45.135,54.563,77.595,20.291,71.004,26.588,67.354,32.247,63.542,34.235,64.368,35.166,77.771,20.287,31.995,66.944,47.047,51.268,77.502,22.754,69.788,11.24,50.184,28.66,60.384,23.811,56.249,19.736,59.019,17.416,65.471,11.844,37.702,62.149,32.947,65.873,55.489,26.828
County,35019,"Guadalupe County, New Mexico",3523,69.054,14.504,54.953,30.889,48.654,24.657,61.794,6.729,68.297,31.737,69.624,19.356,68.272,19.367,68.681,18.177,65.757,23.211,51.507,38.734,58.538,41.462,46.361,53.428,75.345,22.578,69.508,27.657,63.882,34.792,63.842,33.61,62.442,36.55,76.31,21.634,36.048,63.237,52.339,44.936,76.154,24.354,69.835,11.456,51.067,26.152,60.026,22.163,54.577,20.068,59.43,17.248,64.772,12.317,34.598,65.15,26.421,72.492,54.785,26.372
County,35021,"Harding County, New Mexico",380,71.609,16.438,56.592,28.248,59.375,23.79,61.904,7.906,65.203,34.78,70.285,20.77,68.545,22.142,67.333,22.301,64.168,28.179,47.729,46.233,58.168,41.832,44.569,55.093,74.155,23.825,68.308,29.855,63.667,36.657,58.515,39.789,60.334,39.093,74.834,23.546,30.884,68.056,45.908,52.849,75.154,25.357,68.305,11.85,48.82,30.672,58.567,25.854,53.657,20.618,55.198,18.53,64.1,12.405,38.797,61.055,38.594,61.046,54.554,28.547
County,35023,"Hidalgo County, New Mexico",3349,69.973,15.617,54.617,30.461,52.649,24.267,60.83,7.09,65.946,34.027,69.751,20.053,67.623,21.454,67.761,20.145,65.68,25.069,50.221,42.015,59.033,40.967,45.462,54.193,74.861,23.256,68.162,29.358,63.223,36.389,60.728,37.343,61.115,38.207,74.516,23.676,33.353,65.76,51.163,46.575,75.759,24.917,69.19,11.629,49.667,28.24,58.575,24.195,52.832,20.458,57.09,17.522,65.408,12.038,36.732,63.024,32.415,66.991,53.665,28.332
County,35025,"Lea County, New Mexico",49142,63.632,20.639,48.992,34.639,44.425,29.281,53.246,9.183,58.422,41.468,62.64,24.615,60.973,25.719,60.393,24.935,58.438,29.871,43.993,45.116,51.84,48.16,37.968,61.614,68.95,28.915,62.403,35.196,53.659,46.143,53.346,44.664,54.952,44.038,70.502,27.402,38.18,60.527,55.785,42.162,69.267,31.258,62.394,14.64,42.331,36.144,51.848,29.867,48.634,25.015,51.889,21.046,58.019,15.91,30.141,69.669,27.294,71.952,48.046,32.585
County,35027,"Lincoln County, New Mexico",15879,68.008,19.53,51.336,31.988,52.891,27.492,59.501,8.363,60.431,39.558,66.839,24.38,64.77,26.11,63.808,25.286,61.516,30.849,44.736,48.975,55.283,44.717,41.453,58.247,74.643,23.902,66.542,31.651,61.086,39.256,56.737,41.692,59.428,40.699,74.161,24.373,33.627,65.457,52.417,46.256,72.308,28.404,66.588,12.962,45.276,33.426,54.873,28.966,49.498,23.052,53.172,19.376,62.813,13.37,36.427,63.385,35.994,63.586,48.353,34.213
County,35028,"Los Alamos County, New Mexico",14380,74.871,14.926,56.653,29.449,61.743,25.809,68.455,7.275,67.251,32.875,71.052,22.152,69.699,22.49,69.176,21.934,64.895,28.951,46.197,49.503,59.701,40.299,48.032,51.975,81.21,18.03,71.862,26.763,70.455,29.537,63.716,34.572,67.701,33.541,79.875,19.27,31.597,68.404,48.112,51.448,77.556,23.034,71.728,10.797,49.958,28.397,61.27,24.972,53.661,20.595,58.016,17.363,67.716,11.041,42.401,57.59,40.532,58.43,51.892,30.969
County,35029,"Luna County, New Mexico",17718,68.573,15.683,54.234,31.253,49.285,25.011,59.443,7.354,65.451,34.518,67.89,20.313,66.185,21.019,66.149,19.891,63.991,24.639,49.344,40.438,58.162,41.838,43.747,55.831,73.766,24.132,67.686,29.565,62.401,36.844,61.247,36.496,60.905,38.199,74.293,23.692,35.706,63.372,51.951,45.69,75.305,25.161,67.221,12.389,48.462,29.041,57.322,24.232,52.997,21.118,57.257,18.139,63.09,13.056,33.591,66.205,27.619,71.234,53.875,27.177
County,35031,"McKinley County, New Mexico",51454,74.557,11.265,60.131,25.64,58.743,20.385,66.64,5.587,72.467,27.694,74.466,16.05,71.755,17.295,73.473,15.659,70.848,20.224,55.197,36.456,65.736,34.264,52.596,46.677,79.818,18.058,72.29,25.216,70.202,29.297,71.019,26.797,66.564,32.897,78.859,19.253,27.3,71.621,44.233,53.777,80.218,19.822,72.586,10.737,54.29,23.837,63.932,20.447,57.714,16.475,62.287,14.592,68.453,10.096,40.311,59.353,28.252,70.031,60.287,21.385
County,35033,"Mora County, New Mexico",4010,81.113,8.886,66.779,22.322,65.461,17.815,72.862,4.929,78.064,21.878,79.351,12.142,77.004,13.5,77.398,12.983,75.454,17.136,61.357,33.59,69.553,30.446,54.983,44.604,81.081,16.894,76.332,21.091,77.155,22.591,72.935,25.148,70.297,28.925,80.431,17.692,25.136,73.96,39.009,58.925,84.644,15.631,77.247,8.743,61.585,18.857,70.498,15.521,64.512,13.522,67.659,12.608,74.588,8.324,45.157,54.602,36.92,62.353,67.317,17.743
County,35035,"Otero County, New Mexico",50691,67.883,17.861,51.327,34.153,49.683,28.748,59.772,8.242,60.866,39.143,65.523,23.376,62.823,26.503,63.339,24.26,61.098,30.081,44.84,47.59,55.405,44.595,40.81,58.781,74.864,23.601,65.388,32.194,61.56,38.414,56.889,41.488,59.616,40.444,73.237,25.173,36.04,62.802,53.473,45.083,73.403,27.07,65.137,13.947,44.496,33.494,53.73,30.501,49.806,23.769,54.051,19.973,61.367,14.313,34.177,65.639,31.577,67.523,47.972,32.593
